starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid
10/4/2024 1:17,10/4/2024 19:04,Gvc,The Hague Centraal,52.084167,4.324722,Ams,Amsterdam Amstel,52.346587,4.918684,1249
10/4/2024 22:30,10/4/2024 23:27,Gvc,The Hague Centraal,52.084167,4.324722,GV,The Hague Hollands Spoor,52.070833,4.322222,1437
10/4/2024 5:34,10/4/2024 11:24,Rtd,Rotterdam Centraal,51.9225,4.467167,Ams,Amsterdam Amstel,52.346587,4.918684,1283
10/3/2024 7:30,10/4/2024 15:31,Gvc,The Hague Centraal,52.084167,4.324722,GV,The Hague Hollands Spoor,52.070833,4.322222,1723
10/2/2024 3:18,10/2/2024 17:22,Asd,Amsterdam Centraal,52.379189,4.899431,Rtd,Rotterdam Centraal,51.9225,4.467167,1460
10/3/2024 12:26,10/3/2024 21:25,Gvc,The Hague Centraal,52.084167,4.324722,Uto,Utrecht Overvecht,52.113333,5.111111,1702
10/2/2024 18:26,10/3/2024 13:47,Gvc,The Hague Centraal,52.084167,4.324722,Ut,Utrecht Centraal,52.089444,5.110278,1590
10/3/2024 21:16,10/4/2024 11:44,Ut,Utrecht Centraal,52.089444,5.110278,Gvc,The Hague Centraal,52.084167,4.324722,1288
10/3/2024 11:13,10/4/2024 11:29,Gvc,The Hague Centraal,52.084167,4.324722,Ah,Arnhem Centraal,51.985,5.898611,1217
10/4/2024 9:05,10/4/2024 20:39,Ah,Arnhem Centraal,51.985,5.898611,Rtd,Rotterdam Centraal,51.9225,4.467167,1608
10/4/2024 23:19,10/4/2024 23:42,Nm,Nijmegen Station,51.841111,5.854167,Ut,Utrecht Centraal,52.089444,5.110278,1229
10/1/2024 2:34,10/3/2024 16:09,GV,The Hague Hollands Spoor,52.070833,4.322222,Ut,Utrecht Centraal,52.089444,5.110278,1978
10/3/2024 4:51,10/3/2024 9:24,Ut,Utrecht Centraal,52.089444,5.110278,Rtd,Rotterdam Centraal,51.9225,4.467167,1456
10/3/2024 21:17,10/4/2024 21:46,Asd,Amsterdam Centraal,52.379189,4.899431,Ams,Amsterdam Amstel,52.346587,4.918684,1074
10/1/2024 8:14,10/3/2024 11:20,Ut,Utrecht Centraal,52.089444,5.110278,Rtb,Rotterdam Blaak,51.920582,4.486082,1990
10/2/2024 2:38,10/4/2024 13:55,Nm,Nijmegen Station,51.841111,5.854167,Rtd,Rotterdam Centraal,51.9225,4.467167,1316
10/3/2024 14:15,10/3/2024 18:00,Uto,Utrecht Overvecht,52.113333,5.111111,Ut,Utrecht Centraal,52.089444,5.110278,1923
10/4/2024 12:09,10/4/2024 14:08,Rtb,Rotterdam Blaak,51.920582,4.486082,Ut,Utrecht Centraal,52.089444,5.110278,1333
10/2/2024 15:27,10/4/2024 8:00,Uto,Utrecht Overvecht,52.113333,5.111111,GV,The Hague Hollands Spoor,52.070833,4.322222,1099
10/2/2024 15:27,10/4/2024 8:00,Uto,Utrecht Overvecht,52.113333,5.111111,GV,The Hague Hollands Spoor,52.070833,4.322222,1099
10/2/2024 15:27,10/4/2024 8:00,Uto,Utrecht Overvecht,52.113333,5.111111,GV,The Hague Hollands Spoor,52.070833,4.322222,1099
10/2/2024 15:27,10/4/2024 8:00,Uto,Utrecht Overvecht,52.113333,5.111111,GV,The Hague Hollands Spoor,52.070833,4.322222,1099
10/2/2024 15:27,10/4/2024 8:00,Uto,Utrecht Overvecht,52.113333,5.111111,GV,The Hague Hollands Spoor,52.070833,4.322222,1099
10/2/2024 15:27,10/4/2024 8:00,Uto,Utrecht Overvecht,52.113333,5.111111,GV,The Hague Hollands Spoor,52.070833,4.322222,1099
10/2/2024 15:27,10/4/2024 8:00,Uto,Utrecht Overvecht,52.113333,5.111111,GV,The Hague Hollands Spoor,52.070833,4.322222,1099
10/2/2024 15:27,10/4/2024 8:00,Uto,Utrecht Overvecht,52.113333,5.111111,GV,The Hague Hollands Spoor,52.070833,4.322222,1099
10/3/2024 16:16,10/4/2024 4:24,Ams,Amsterdam Amstel,52.346587,4.918684,Uto,Utrecht Overvecht,52.113333,5.111111,1940
10/4/2024 13:57,10/4/2024 21:30,Rtd,Rotterdam Centraal,51.9225,4.467167,GV,The Hague Hollands Spoor,52.070833,4.322222,1498
10/1/2024 7:47,10/4/2024 3:55,GV,The Hague Hollands Spoor,52.070833,4.322222,Uto,Utrecht Overvecht,52.113333,5.111111,1583
10/3/2024 6:57,10/4/2024 12:43,Asd,Amsterdam Centraal,52.379189,4.899431,Gvc,The Hague Centraal,52.084167,4.324722,1356
10/2/2024 18:00,10/3/2024 16:50,Gvc,The Hague Centraal,52.084167,4.324722,Rtb,Rotterdam Blaak,51.920582,4.486082,1515
10/4/2024 8:47,10/4/2024 19:17,Asdz,Amsterdam Zuid,52.338602,4.871978,Ah,Arnhem Centraal,51.985,5.898611,1254
10/3/2024 8:58,10/4/2024 4:53,Asd,Amsterdam Centraal,52.379189,4.899431,Gvc,The Hague Centraal,52.084167,4.324722,1227
10/1/2024 6:46,10/1/2024 16:59,GV,The Hague Hollands Spoor,52.070833,4.322222,Ah,Arnhem Centraal,51.985,5.898611,1799
10/1/2024 10:21,10/1/2024 11:38,Nm,Nijmegen Station,51.841111,5.854167,Ah,Arnhem Centraal,51.985,5.898611,1636
10/1/2024 2:45,10/4/2024 5:01,Asd,Amsterdam Centraal,52.379189,4.899431,Rtb,Rotterdam Blaak,51.920582,4.486082,1431
10/1/2024 10:33,10/3/2024 17:56,Ah,Arnhem Centraal,51.985,5.898611,Asd,Amsterdam Centraal,52.379189,4.899431,1008
10/2/2024 23:26,10/4/2024 3:01,Rtb,Rotterdam Blaak,51.920582,4.486082,Uto,Utrecht Overvecht,52.113333,5.111111,1642
10/3/2024 20:44,10/4/2024 1:29,Gvc,The Hague Centraal,52.084167,4.324722,Rtd,Rotterdam Centraal,51.9225,4.467167,1886
10/2/2024 21:46,10/3/2024 18:25,Ut,Utrecht Centraal,52.089444,5.110278,Rtd,Rotterdam Centraal,51.9225,4.467167,1577
10/3/2024 3:22,10/4/2024 18:50,Rtd,Rotterdam Centraal,51.9225,4.467167,Ams,Amsterdam Amstel,52.346587,4.918684,1133
10/1/2024 0:56,10/2/2024 20:04,Asd,Amsterdam Centraal,52.379189,4.899431,GV,The Hague Hollands Spoor,52.070833,4.322222,1408
10/2/2024 9:54,10/2/2024 10:24,Asdz,Amsterdam Zuid,52.338602,4.871978,Gvc,The Hague Centraal,52.084167,4.324722,1047
10/3/2024 12:45,10/3/2024 21:35,Uto,Utrecht Overvecht,52.113333,5.111111,Ut,Utrecht Centraal,52.089444,5.110278,1098
10/2/2024 23:18,10/3/2024 12:43,Asdz,Amsterdam Zuid,52.338602,4.871978,Ah,Arnhem Centraal,51.985,5.898611,1373
10/2/2024 23:57,10/3/2024 12:26,GV,The Hague Hollands Spoor,52.070833,4.322222,Ams,Amsterdam Amstel,52.346587,4.918684,1234
10/2/2024 8:26,10/2/2024 17:15,Rtd,Rotterdam Centraal,51.9225,4.467167,Asd,Amsterdam Centraal,52.379189,4.899431,1768
10/2/2024 19:56,10/4/2024 10:05,Uto,Utrecht Overvecht,52.113333,5.111111,Asdz,Amsterdam Zuid,52.338602,4.871978,1146
10/2/2024 19:43,10/2/2024 20:13,Gvc,The Hague Centraal,52.084167,4.324722,Ut,Utrecht Centraal,52.089444,5.110278,1816
10/2/2024 21:23,10/3/2024 8:32,Ams,Amsterdam Amstel,52.346587,4.918684,Asdz,Amsterdam Zuid,52.338602,4.871978,1060
10/4/2024 11:01,10/4/2024 18:13,GV,The Hague Hollands Spoor,52.070833,4.322222,Rtb,Rotterdam Blaak,51.920582,4.486082,1728
10/1/2024 2:53,10/4/2024 11:07,Asd,Amsterdam Centraal,52.379189,4.899431,Nm,Nijmegen Station,51.841111,5.854167,1290
10/1/2024 1:23,10/4/2024 2:25,Ut,Utrecht Centraal,52.089444,5.110278,Gvc,The Hague Centraal,52.084167,4.324722,1721
10/2/2024 16:05,10/4/2024 11:08,Rtb,Rotterdam Blaak,51.920582,4.486082,Ut,Utrecht Centraal,52.089444,5.110278,1972
10/3/2024 3:42,10/3/2024 22:47,GV,The Hague Hollands Spoor,52.070833,4.322222,Ah,Arnhem Centraal,51.985,5.898611,1028
10/1/2024 7:34,10/1/2024 7:57,Ah,Arnhem Centraal,51.985,5.898611,Gvc,The Hague Centraal,52.084167,4.324722,1988
10/2/2024 11:19,10/2/2024 11:34,GV,The Hague Hollands Spoor,52.070833,4.322222,Uto,Utrecht Overvecht,52.113333,5.111111,1928
10/4/2024 14:16,10/4/2024 17:55,Uto,Utrecht Overvecht,52.113333,5.111111,GV,The Hague Hollands Spoor,52.070833,4.322222,1808
10/3/2024 3:53,10/4/2024 3:44,Ams,Amsterdam Amstel,52.346587,4.918684,Uto,Utrecht Overvecht,52.113333,5.111111,1183
10/3/2024 17:34,10/4/2024 2:25,Asd,Amsterdam Centraal,52.379189,4.899431,Ah,Arnhem Centraal,51.985,5.898611,1818
10/1/2024 15:40,10/1/2024 21:07,Nm,Nijmegen Station,51.841111,5.854167,Ams,Amsterdam Amstel,52.346587,4.918684,1045
10/4/2024 15:37,10/4/2024 16:03,Asd,Amsterdam Centraal,52.379189,4.899431,Uto,Utrecht Overvecht,52.113333,5.111111,1566
10/4/2024 12:22,10/4/2024 14:23,Ut,Utrecht Centraal,52.089444,5.110278,Ams,Amsterdam Amstel,52.346587,4.918684,1988
10/1/2024 14:57,10/4/2024 12:50,Rtd,Rotterdam Centraal,51.9225,4.467167,Uto,Utrecht Overvecht,52.113333,5.111111,1099
10/2/2024 18:28,10/3/2024 8:34,GV,The Hague Hollands Spoor,52.070833,4.322222,Asdz,Amsterdam Zuid,52.338602,4.871978,1704
10/3/2024 8:29,10/3/2024 23:20,Rtb,Rotterdam Blaak,51.920582,4.486082,Uto,Utrecht Overvecht,52.113333,5.111111,1086
10/1/2024 18:31,10/1/2024 22:02,Gvc,The Hague Centraal,52.084167,4.324722,Ams,Amsterdam Amstel,52.346587,4.918684,1989
10/3/2024 14:31,10/4/2024 8:53,Ut,Utrecht Centraal,52.089444,5.110278,Rtd,Rotterdam Centraal,51.9225,4.467167,1237
10/4/2024 16:40,10/4/2024 23:26,Ams,Amsterdam Amstel,52.346587,4.918684,GV,The Hague Hollands Spoor,52.070833,4.322222,1884
10/2/2024 23:16,10/4/2024 9:50,GV,The Hague Hollands Spoor,52.070833,4.322222,Asd,Amsterdam Centraal,52.379189,4.899431,1819
10/1/2024 3:26,10/2/2024 9:25,Asdz,Amsterdam Zuid,52.338602,4.871978,Uto,Utrecht Overvecht,52.113333,5.111111,1300
10/4/2024 13:54,10/4/2024 15:18,Ah,Arnhem Centraal,51.985,5.898611,Ut,Utrecht Centraal,52.089444,5.110278,1837
10/4/2024 13:53,10/4/2024 16:26,Ut,Utrecht Centraal,52.089444,5.110278,Ams,Amsterdam Amstel,52.346587,4.918684,1218
10/3/2024 22:09,10/4/2024 22:25,Ut,Utrecht Centraal,52.089444,5.110278,GV,The Hague Hollands Spoor,52.070833,4.322222,1810
10/1/2024 0:10,10/2/2024 10:16,Asdz,Amsterdam Zuid,52.338602,4.871978,Asd,Amsterdam Centraal,52.379189,4.899431,1431
10/2/2024 22:16,10/4/2024 10:37,Ah,Arnhem Centraal,51.985,5.898611,Rtd,Rotterdam Centraal,51.9225,4.467167,1614
10/2/2024 6:43,10/3/2024 23:14,Ut,Utrecht Centraal,52.089444,5.110278,Asd,Amsterdam Centraal,52.379189,4.899431,1023
10/2/2024 12:58,10/3/2024 20:56,Uto,Utrecht Overvecht,52.113333,5.111111,GV,The Hague Hollands Spoor,52.070833,4.322222,1828
10/4/2024 11:01,10/4/2024 15:14,Gvc,The Hague Centraal,52.084167,4.324722,Nm,Nijmegen Station,51.841111,5.854167,1526
10/4/2024 1:30,10/4/2024 9:03,Rtb,Rotterdam Blaak,51.920582,4.486082,Ut,Utrecht Centraal,52.089444,5.110278,1076
10/3/2024 22:24,10/4/2024 15:47,Asd,Amsterdam Centraal,52.379189,4.899431,Ams,Amsterdam Amstel,52.346587,4.918684,1588
10/1/2024 15:50,10/3/2024 19:52,GV,The Hague Hollands Spoor,52.070833,4.322222,Uto,Utrecht Overvecht,52.113333,5.111111,1829
10/4/2024 10:48,10/4/2024 21:46,Asd,Amsterdam Centraal,52.379189,4.899431,Nm,Nijmegen Station,51.841111,5.854167,1418
10/4/2024 1:07,10/4/2024 11:50,Rtb,Rotterdam Blaak,51.920582,4.486082,Asd,Amsterdam Centraal,52.379189,4.899431,1543
10/2/2024 21:37,10/3/2024 12:46,Rtb,Rotterdam Blaak,51.920582,4.486082,Nm,Nijmegen Station,51.841111,5.854167,1469
10/2/2024 10:44,10/3/2024 8:04,Uto,Utrecht Overvecht,52.113333,5.111111,Ah,Arnhem Centraal,51.985,5.898611,1829
10/2/2024 12:28,10/4/2024 16:50,GV,The Hague Hollands Spoor,52.070833,4.322222,Ah,Arnhem Centraal,51.985,5.898611,1411
10/1/2024 20:15,10/3/2024 23:00,Uto,Utrecht Overvecht,52.113333,5.111111,Nm,Nijmegen Station,51.841111,5.854167,1989
10/3/2024 1:13,10/4/2024 23:08,Ams,Amsterdam Amstel,52.346587,4.918684,Rtb,Rotterdam Blaak,51.920582,4.486082,1747
10/3/2024 9:53,10/3/2024 19:18,Rtd,Rotterdam Centraal,51.9225,4.467167,Ams,Amsterdam Amstel,52.346587,4.918684,1854
10/1/2024 15:57,10/1/2024 17:18,GV,The Hague Hollands Spoor,52.070833,4.322222,Ah,Arnhem Centraal,51.985,5.898611,1929
10/4/2024 2:40,10/4/2024 8:02,Rtd,Rotterdam Centraal,51.9225,4.467167,Gvc,The Hague Centraal,52.084167,4.324722,1519
10/3/2024 6:50,10/4/2024 12:21,Ah,Arnhem Centraal,51.985,5.898611,Gvc,The Hague Centraal,52.084167,4.324722,1684
10/4/2024 12:04,10/4/2024 21:08,Rtd,Rotterdam Centraal,51.9225,4.467167,Rtb,Rotterdam Blaak,51.920582,4.486082,1658
10/1/2024 19:24,10/3/2024 23:02,Asdz,Amsterdam Zuid,52.338602,4.871978,Asd,Amsterdam Centraal,52.379189,4.899431,1394
10/3/2024 14:41,10/4/2024 19:51,Asd,Amsterdam Centraal,52.379189,4.899431,Rtb,Rotterdam Blaak,51.920582,4.486082,1062
10/2/2024 13:38,10/3/2024 6:35,GV,The Hague Hollands Spoor,52.070833,4.322222,Rtb,Rotterdam Blaak,51.920582,4.486082,1834
10/4/2024 19:42,10/4/2024 22:50,Asd,Amsterdam Centraal,52.379189,4.899431,Ut,Utrecht Centraal,52.089444,5.110278,1852
10/2/2024 23:29,10/3/2024 6:23,Asdz,Amsterdam Zuid,52.338602,4.871978,Ams,Amsterdam Amstel,52.346587,4.918684,1966
10/3/2024 17:32,10/4/2024 19:11,Gvc,The Hague Centraal,52.084167,4.324722,Asd,Amsterdam Centraal,52.379189,4.899431,1528
10/4/2024 18:54,10/4/2024 23:25,Rtb,Rotterdam Blaak,51.920582,4.486082,GV,The Hague Hollands Spoor,52.070833,4.322222,1893
10/1/2024 11:51,10/1/2024 18:25,Nm,Nijmegen Station,51.841111,5.854167,Asd,Amsterdam Centraal,52.379189,4.899431,1690
10/4/2024 17:39,10/4/2024 19:06,Ut,Utrecht Centraal,52.089444,5.110278,GV,The Hague Hollands Spoor,52.070833,4.322222,1773
10/1/2024 6:08,10/1/2024 11:09,Uto,Utrecht Overvecht,52.113333,5.111111,Gvc,The Hague Centraal,52.084167,4.324722,1710
10/2/2024 22:11,10/3/2024 7:24,Rtb,Rotterdam Blaak,51.920582,4.486082,Asd,Amsterdam Centraal,52.379189,4.899431,1039
10/3/2024 16:34,10/4/2024 12:03,Ah,Arnhem Centraal,51.985,5.898611,Ut,Utrecht Centraal,52.089444,5.110278,1438
10/1/2024 18:08,10/1/2024 19:40,Ah,Arnhem Centraal,51.985,5.898611,GV,The Hague Hollands Spoor,52.070833,4.322222,1438
10/4/2024 15:27,10/4/2024 21:06,Ut,Utrecht Centraal,52.089444,5.110278,Rtd,Rotterdam Centraal,51.9225,4.467167,1092
10/2/2024 23:20,10/3/2024 0:46,Uto,Utrecht Overvecht,52.113333,5.111111,Nm,Nijmegen Station,51.841111,5.854167,1524
10/3/2024 13:36,10/4/2024 17:12,Nm,Nijmegen Station,51.841111,5.854167,Rtd,Rotterdam Centraal,51.9225,4.467167,1116
10/1/2024 1:08,10/4/2024 22:32,Rtb,Rotterdam Blaak,51.920582,4.486082,Uto,Utrecht Overvecht,52.113333,5.111111,1155
10/4/2024 13:15,10/4/2024 15:28,Ut,Utrecht Centraal,52.089444,5.110278,Asdz,Amsterdam Zuid,52.338602,4.871978,1628
10/4/2024 17:44,10/4/2024 22:56,Rtb,Rotterdam Blaak,51.920582,4.486082,Asdz,Amsterdam Zuid,52.338602,4.871978,1867
10/2/2024 21:35,10/4/2024 13:03,Asdz,Amsterdam Zuid,52.338602,4.871978,Rtb,Rotterdam Blaak,51.920582,4.486082,1112
10/2/2024 20:06,10/3/2024 8:46,Asd,Amsterdam Centraal,52.379189,4.899431,Ams,Amsterdam Amstel,52.346587,4.918684,1986
10/2/2024 1:02,10/3/2024 1:05,Uto,Utrecht Overvecht,52.113333,5.111111,Rtb,Rotterdam Blaak,51.920582,4.486082,1336
10/3/2024 8:13,10/4/2024 6:54,Ah,Arnhem Centraal,51.985,5.898611,Rtb,Rotterdam Blaak,51.920582,4.486082,1117
10/2/2024 12:54,10/4/2024 22:35,Ut,Utrecht Centraal,52.089444,5.110278,Uto,Utrecht Overvecht,52.113333,5.111111,1674
10/2/2024 13:48,10/3/2024 16:48,Asdz,Amsterdam Zuid,52.338602,4.871978,GV,The Hague Hollands Spoor,52.070833,4.322222,1642
10/2/2024 6:17,10/3/2024 0:42,Asdz,Amsterdam Zuid,52.338602,4.871978,Asd,Amsterdam Centraal,52.379189,4.899431,1853
10/3/2024 20:34,10/4/2024 4:11,GV,The Hague Hollands Spoor,52.070833,4.322222,Asdz,Amsterdam Zuid,52.338602,4.871978,1291
10/2/2024 23:41,10/3/2024 15:45,Gvc,The Hague Centraal,52.084167,4.324722,GV,The Hague Hollands Spoor,52.070833,4.322222,1825
10/3/2024 5:52,10/3/2024 13:40,Rtd,Rotterdam Centraal,51.9225,4.467167,Rtb,Rotterdam Blaak,51.920582,4.486082,1329
10/4/2024 2:03,10/4/2024 17:50,Ah,Arnhem Centraal,51.985,5.898611,Asdz,Amsterdam Zuid,52.338602,4.871978,1460
10/3/2024 19:31,10/4/2024 4:10,Gvc,The Hague Centraal,52.084167,4.324722,Asd,Amsterdam Centraal,52.379189,4.899431,1255
10/4/2024 17:37,10/4/2024 20:32,Asd,Amsterdam Centraal,52.379189,4.899431,Nm,Nijmegen Station,51.841111,5.854167,1657
10/2/2024 22:16,10/4/2024 5:20,Asdz,Amsterdam Zuid,52.338602,4.871978,Rtb,Rotterdam Blaak,51.920582,4.486082,1101
10/3/2024 6:29,10/3/2024 23:01,Gvc,The Hague Centraal,52.084167,4.324722,Uto,Utrecht Overvecht,52.113333,5.111111,1702
10/2/2024 12:53,10/3/2024 8:24,GV,The Hague Hollands Spoor,52.070833,4.322222,Ut,Utrecht Centraal,52.089444,5.110278,1020
10/3/2024 23:03,10/4/2024 18:24,Ah,Arnhem Centraal,51.985,5.898611,Rtb,Rotterdam Blaak,51.920582,4.486082,1670
10/1/2024 19:38,10/3/2024 6:13,Ut,Utrecht Centraal,52.089444,5.110278,Nm,Nijmegen Station,51.841111,5.854167,1392
10/4/2024 14:50,10/4/2024 20:18,Rtb,Rotterdam Blaak,51.920582,4.486082,GV,The Hague Hollands Spoor,52.070833,4.322222,1908
10/3/2024 16:44,10/4/2024 7:49,Asdz,Amsterdam Zuid,52.338602,4.871978,Gvc,The Hague Centraal,52.084167,4.324722,1731
10/3/2024 23:18,10/4/2024 9:43,Ah,Arnhem Centraal,51.985,5.898611,Asd,Amsterdam Centraal,52.379189,4.899431,1905
10/3/2024 6:51,10/3/2024 15:05,Nm,Nijmegen Station,51.841111,5.854167,Ams,Amsterdam Amstel,52.346587,4.918684,1018
10/3/2024 22:52,10/4/2024 15:58,Gvc,The Hague Centraal,52.084167,4.324722,Uto,Utrecht Overvecht,52.113333,5.111111,1592
10/3/2024 4:01,10/4/2024 23:01,Rtd,Rotterdam Centraal,51.9225,4.467167,Asdz,Amsterdam Zuid,52.338602,4.871978,1874
10/3/2024 23:52,10/4/2024 21:24,Rtd,Rotterdam Centraal,51.9225,4.467167,GV,The Hague Hollands Spoor,52.070833,4.322222,1644
10/2/2024 21:02,10/4/2024 10:55,Ah,Arnhem Centraal,51.985,5.898611,Ams,Amsterdam Amstel,52.346587,4.918684,1293
